Day of Year,Wind Speed (m/s),Wind Power (MW)
212.222,1.71,0.00
212.229,1.53,0.00
212.236,1.77,0.00
212.243,1.81,0.00
212.250,2.12,0.00
212.257,2.22,0.00
212.264,2.23,0.00
212.271,2.34,0.00
212.278,2.25,0.11
212.285,2.05,0.00
212.292,1.87,0.00
212.299,1.59,0.00
212.306,1.50,0.00
212.312,1.90,0.00
212.319,2.28,0.00
212.326,2.29,0.00
212.333,2.45,0.12
212.340,2.35,0.14
212.347,2.20,0.00
212.354,2.19,0.00
212.361,2.12,0.00
212.368,2.05,0.00
212.375,1.82,0.00
212.382,1.82,0.00
212.389,1.91,0.00
212.396,2.24,0.00
212.403,2.29,0.00
212.410,2.32,0.00
212.417,2.43,0.00
212.424,2.31,0.00
212.431,2.29,0.00
212.437,2.39,0.00
212.444,2.39,0.00
212.451,2.25,0.00
212.458,2.14,0.00
212.465,2.27,0.00
212.472,2.30,0.00
212.479,2.30,0.00
212.486,2.49,0.00
212.493,2.68,0.00
212.500,3.05,0.84
212.507,3.80,4.18
212.514,4.04,5.91
212.521,3.91,5.09
212.528,3.86,4.82
212.535,3.75,4.29
212.542,3.63,3.91
212.549,3.58,3.31
212.556,3.67,4.07
212.562,3.90,5.73
212.569,3.85,4.50
212.576,3.91,4.70
212.583,3.95,5.53
212.590,3.87,4.71
212.597,3.93,5.20
212.604,4.07,6.12
212.611,4.09,6.10
212.618,4.11,6.21
212.625,4.32,7.86
212.632,4.27,7.55
212.639,4.46,8.91
212.646,4.49,9.48
212.653,4.71,11.16
212.660,4.48,10.03
212.667,4.45,9.80
212.674,4.60,10.98
212.681,4.57,10.79
212.687,4.44,9.20
212.694,4.20,7.27
212.701,3.99,5.82
212.708,3.84,4.81
212.715,3.75,4.26
212.722,3.56,3.26
212.729,3.58,3.23
212.736,3.46,2.86
212.743,3.43,2.65
212.750,3.28,1.75
212.757,3.14,1.40
212.764,2.97,0.74
212.771,2.90,0.25
212.778,2.83,0.00
212.785,2.84,0.00
212.792,2.61,0.00
212.799,2.53,0.00
212.806,2.53,0.00
212.812,2.63,0.00
212.819,2.41,0.00
212.826,2.28,0.00
212.833,2.12,0.00
212.840,1.97,0.00
212.847,2.03,0.00
212.854,2.23,0.00
212.861,2.30,0.00
212.868,2.31,0.00
212.875,2.40,0.00
212.882,2.42,0.00
212.889,2.28,0.00
212.896,2.15,0.00
212.903,1.97,0.00
212.910,1.97,0.00
212.917,2.03,0.00
212.924,2.04,0.00
212.931,2.14,0.00
212.937,2.13,0.00
212.944,2.15,0.00
212.951,2.17,0.00
212.958,2.18,0.00
212.965,2.15,0.00
212.972,2.01,0.00
212.979,2.19,0.00
212.986,2.48,0.00
212.993,2.66,0.00
213.000,2.11,0.00
213.007,2.15,0.00
213.014,1.93,0.00
213.021,1.83,0.00
213.028,1.73,0.00
213.035,1.56,0.00
213.042,1.66,0.00
213.049,1.74,0.00
213.056,1.94,0.00
213.062,1.99,0.00
213.069,1.89,0.00
213.076,1.73,0.00
213.083,1.58,0.00
213.090,1.51,0.00
213.097,1.63,0.00
213.104,1.45,0.00
213.111,1.74,0.00
213.118,1.73,0.00
213.125,1.69,0.00
213.132,1.83,0.00
213.139,2.29,0.00
213.146,2.37,0.00
213.153,2.32,0.00
213.160,2.22,0.00
213.167,2.35,0.00
213.174,2.49,0.00
213.181,2.28,0.00
213.187,2.08,0.00
213.194,2.11,0.00
213.201,1.99,0.00
213.208,1.71,0.00
213.215,1.61,0.00
213.222,1.52,0.00
213.229,1.44,0.00
213.236,1.26,0.00
213.243,1.11,0.00
213.250,0.99,0.00
213.257,1.13,0.00
213.264,1.35,0.00
213.271,1.31,0.00
213.278,1.13,0.00
213.285,1.19,0.00
213.292,1.27,0.00
213.299,1.35,0.00
213.306,1.24,0.00
213.312,1.31,0.00
213.319,1.49,0.00
213.326,1.51,0.00
213.333,1.41,0.00
213.340,1.59,0.00
213.347,1.79,0.00
213.354,1.84,0.00
213.361,1.99,0.00
213.368,2.15,0.00
213.375,2.10,0.00
213.382,1.95,0.00
213.389,1.94,0.00
213.396,1.97,0.00
213.403,2.12,0.00
213.410,2.20,0.00
213.417,2.28,0.00
213.424,2.30,0.00
213.431,2.29,0.00
213.437,2.44,0.00
213.444,2.65,0.00
213.451,2.83,0.00
213.458,2.84,0.00
213.465,2.89,0.00
213.472,3.01,0.12
213.479,3.19,0.93
213.486,3.20,1.03
213.493,3.19,1.00
213.500,3.10,0.78
213.507,3.00,0.48
213.514,2.83,0.24
213.521,2.75,0.00
213.528,2.91,0.00
213.535,3.13,0.58
213.542,3.20,0.97
213.549,3.17,0.93
213.556,3.19,0.94
213.562,3.22,0.84
213.569,3.17,0.58
213.576,3.26,1.10
213.583,3.35,1.60
213.590,3.33,1.33
213.597,3.37,1.46
213.604,3.40,1.67
213.611,3.35,1.55
213.618,3.31,1.52
213.625,3.36,1.70
213.632,3.51,2.51
213.639,3.60,3.03
213.646,3.56,2.85
213.653,3.55,2.78
213.660,3.48,2.45
213.667,3.42,2.03
213.674,3.48,2.42
213.681,3.24,1.44
213.687,3.16,1.03
213.694,3.32,1.49
213.701,3.30,1.57
213.708,3.17,1.33
213.715,3.18,1.17
213.722,3.15,1.11
213.729,3.03,1.02
213.736,2.80,0.32
213.743,2.69,0.08
213.750,2.58,0.00
213.757,2.67,0.00
213.764,2.75,0.00
213.771,2.85,0.21
213.778,2.79,0.37
213.785,2.59,0.10
213.792,2.43,0.00
213.799,2.61,0.18
213.806,2.61,0.08
213.812,2.67,0.21
213.819,2.72,0.22
213.826,2.86,0.57
213.833,2.88,0.94
213.840,2.96,1.29
213.847,2.93,1.21
213.854,2.93,1.21
213.861,2.87,1.24
213.868,2.74,0.88
213.875,2.73,0.68
213.882,2.77,0.49
213.889,2.77,0.37
213.896,2.86,0.36
213.903,2.95,0.60
213.910,3.05,0.80
213.917,3.11,0.96
213.924,3.09,1.12
213.931,3.22,1.85
213.937,3.19,2.22
213.944,3.14,2.02
213.951,3.03,2.16
213.958,3.18,2.56
213.965,2.98,1.64
213.972,2.53,0.19
213.979,2.46,0.00
213.986,2.35,0.00
213.993,2.55,0.00
214.000,2.60,0.00
214.007,2.40,0.00
214.014,2.18,0.00
214.021,2.14,0.00
214.028,2.25,0.00
214.035,2.35,0.00
214.042,2.39,0.00
214.049,2.34,0.00
214.056,2.25,0.00
214.062,2.50,0.00
214.069,2.54,0.00
214.076,2.53,0.00
214.083,2.63,0.25
214.090,2.59,0.21
214.097,2.62,0.27
214.104,2.42,0.03
214.111,2.53,0.13
214.118,2.71,0.37
214.125,2.51,0.04
214.132,2.48,0.00
214.139,2.72,0.59
214.146,2.67,0.75
214.153,2.74,1.02
214.160,2.98,1.97
214.167,2.93,2.08
214.174,2.88,1.72
214.181,2.86,1.69
214.187,2.92,2.18
214.194,3.05,2.17
214.201,3.20,2.36
214.208,3.33,2.86
214.215,3.15,2.36
214.222,3.04,1.68
214.229,3.23,2.33
214.236,3.43,3.00
214.243,3.41,2.66
214.250,3.36,2.38
214.257,3.27,2.36
214.264,3.16,1.90
214.271,3.33,2.67
214.278,3.42,3.41
214.285,3.52,3.92
214.292,3.37,3.20
214.299,3.18,2.27
214.306,3.18,2.32
214.312,2.99,1.76
214.319,2.58,0.35
214.326,2.33,0.00
214.333,2.15,0.00
214.340,1.91,0.00
214.347,1.92,0.00
214.354,2.00,0.00
214.361,1.87,0.00
214.368,1.88,0.00
214.375,1.95,0.00
214.382,1.95,0.00
214.389,1.77,0.00
214.396,1.70,0.00
214.403,1.67,0.00
214.410,1.59,0.00
214.417,1.64,0.00
214.424,1.66,0.00
214.431,1.71,0.00
214.437,2.06,0.00
214.444,2.04,0.00
214.451,2.15,0.00
214.458,2.48,0.00
214.465,2.78,0.00
214.472,2.84,0.00
214.479,2.80,0.00
214.486,2.93,0.23
214.493,2.96,0.08
214.500,3.12,0.51
214.507,3.20,1.03
214.514,3.38,1.79
214.521,3.19,1.28
214.528,3.28,1.49
214.535,3.23,1.69
214.542,3.31,1.39
214.549,3.59,2.80
214.556,3.95,5.09
214.562,3.98,5.55
214.569,4.08,5.99
214.576,4.23,7.19
214.583,4.23,7.28
214.590,4.17,7.06
214.597,4.29,7.71
214.604,4.32,7.90
214.611,4.19,7.21
214.618,4.13,6.92
214.625,4.25,7.77
214.632,4.29,8.10
214.639,4.44,9.12
214.646,4.47,9.20
214.653,4.50,9.89
214.660,4.46,9.34
214.667,4.44,9.50
214.674,4.28,8.25
214.681,4.16,7.30
214.687,4.18,7.56
214.694,4.16,7.51
214.701,3.83,5.25
214.708,3.53,2.88
214.715,3.54,3.08
214.722,3.39,2.33
214.729,3.49,2.56
214.736,3.71,3.86
214.743,3.89,5.27
214.750,4.19,7.17
214.757,4.13,6.99
214.764,4.04,6.67
214.771,3.96,6.25
214.778,3.97,6.12
214.785,3.93,6.44
214.792,3.95,7.44
214.799,4.10,8.93
214.806,4.21,10.18
214.812,4.43,12.92
214.819,4.61,13.48
214.826,4.76,14.26
214.833,4.75,14.18
214.840,4.73,13.83
214.847,5.05,17.21
214.854,5.15,18.72
214.861,5.27,19.24
214.868,5.22,19.45
214.875,5.04,16.81
214.882,5.31,19.45
214.889,5.15,18.75
214.896,5.19,18.86
214.903,5.29,20.37
214.910,5.45,22.08
214.917,5.37,21.23
214.924,5.23,20.08
214.931,5.21,19.06
214.937,5.13,18.91
214.944,5.14,18.60
214.951,5.37,19.66
214.958,5.30,18.58
214.965,4.87,15.18
214.972,4.63,13.74
214.979,4.35,10.70
214.986,4.32,9.36
214.993,4.39,10.03
215.000,4.29,9.50
215.007,4.13,8.17
215.014,3.84,6.22
215.021,3.91,6.40
215.028,3.85,6.24
215.035,3.82,6.35
215.042,3.73,5.93
215.049,3.49,4.41
215.056,3.32,3.44
215.062,3.22,2.85
215.069,3.03,2.08
215.076,2.99,1.69
215.083,3.17,2.33
215.090,3.09,1.98
215.097,2.88,1.18
215.104,2.63,0.54
215.111,2.47,0.32
215.118,2.29,0.00
215.125,2.24,0.00
215.132,1.96,0.00
215.139,1.74,0.00
215.146,1.63,0.00
215.153,1.52,0.00
215.160,1.87,0.00
215.167,1.63,0.00
215.174,1.69,0.00
215.181,1.75,0.00
215.187,1.78,0.00
215.194,1.68,0.00
215.201,1.67,0.00
215.208,1.63,0.00
215.215,1.77,0.00
215.222,2.02,0.00
215.229,2.30,0.34
215.236,2.27,0.30
215.243,2.01,0.00
215.250,2.04,0.00
215.257,2.35,0.00
215.264,2.59,0.00
215.271,2.59,0.00
215.278,2.28,0.00
215.285,2.05,0.00
215.292,2.10,0.00
215.299,2.11,0.00
215.306,2.10,0.11
215.312,2.39,0.42
215.319,2.71,0.88
215.326,2.69,0.84
215.333,2.87,1.45
215.340,3.26,2.99
215.347,3.36,3.50
215.354,3.26,2.63
215.361,3.20,2.19
215.368,3.31,2.08
215.375,3.43,3.22
215.382,3.64,4.58
215.389,3.82,5.28
215.396,4.11,6.83
215.403,4.48,9.56
215.410,4.33,8.49
215.417,4.28,8.50
215.424,4.67,11.33
215.431,4.66,11.24
215.437,4.56,10.13
215.444,4.43,9.10
215.451,4.54,9.93
215.458,4.48,9.32
215.465,4.69,10.78
215.472,4.87,12.31
215.479,4.98,13.44
215.486,4.94,13.01
215.493,5.04,14.00
215.500,4.71,11.38
215.507,4.42,9.59
215.514,4.22,8.56
215.521,4.15,7.31
215.528,4.39,8.30
215.535,4.34,8.60
215.542,4.32,8.67
215.549,4.35,8.47
215.556,4.09,6.81
215.562,4.32,7.52
215.569,4.13,6.69
215.576,4.00,5.94
215.583,4.20,7.54
215.590,4.22,7.29
215.597,4.18,6.55
215.604,4.20,6.74
215.611,3.98,5.21
215.618,3.92,4.57
215.625,3.84,4.54
215.632,3.60,3.16
215.639,3.58,2.83
215.646,3.47,2.56
215.653,3.55,2.76
215.660,3.74,3.74
215.667,3.73,3.35
215.674,3.90,4.61
215.681,3.80,3.98
215.687,3.61,2.92
215.694,3.61,2.84
215.701,3.35,1.48
215.708,3.37,1.58
215.715,3.27,1.45
215.722,3.35,1.71
215.729,3.38,1.58
215.736,3.09,1.02
215.743,2.95,0.53
215.750,2.87,0.16
215.757,2.91,0.11
215.764,3.03,0.64
215.771,2.89,0.38
215.778,2.62,0.00
215.785,2.61,0.00
215.792,2.36,0.00
215.799,2.27,0.00
215.806,2.06,0.00
215.812,1.79,0.00
215.819,1.72,0.00
215.826,1.60,0.00
215.833,1.68,0.00
215.840,2.02,0.00
215.847,2.40,0.00
215.854,2.10,0.00
215.861,2.34,0.00
215.868,2.51,0.00
215.875,2.95,1.16
215.882,3.09,1.74
215.889,3.11,1.96
215.896,2.96,1.49
215.903,2.86,1.08
215.910,2.64,0.46
215.917,2.62,0.39
215.924,2.63,0.10
215.931,2.81,0.68
215.937,2.88,1.08
215.944,2.86,1.07
215.951,2.77,0.99
215.958,2.76,1.25
215.965,2.87,1.84
215.972,3.21,2.53
215.979,3.19,2.78
215.986,3.22,2.73
215.993,2.81,1.13
216.000,2.40,0.00
216.007,2.52,0.00
216.014,2.71,0.00
216.021,2.63,0.00
216.028,2.87,0.00
216.035,3.09,0.78
216.042,3.19,2.14
216.049,3.62,4.47
216.056,3.88,7.52
216.062,4.17,9.52
216.069,4.46,11.67
216.076,4.38,11.90
216.083,4.21,10.16
216.090,4.17,10.25
216.097,4.50,12.31
216.104,4.65,12.98
216.111,4.57,12.42
216.118,4.35,10.30
216.125,4.37,10.35
216.132,4.13,8.34
216.139,4.01,7.53
216.146,3.98,6.78
216.153,4.02,7.05
216.160,4.05,6.88
216.167,4.12,7.35
216.174,3.95,6.43
216.181,4.31,8.33
216.187,4.44,9.83
216.194,4.50,10.09
216.201,4.64,11.00
216.208,4.24,8.51
216.215,4.58,10.43
216.222,4.78,12.30
216.229,5.00,14.45
216.236,5.22,16.65
216.243,5.39,18.39
216.250,5.57,20.45
216.257,5.45,19.56
216.264,5.15,16.70
216.271,5.33,17.83
216.278,5.51,19.91
216.285,5.32,18.44
216.292,5.81,23.38
216.299,5.79,23.16
216.306,5.66,22.38
216.312,5.81,24.05
216.319,5.46,21.43
216.326,5.27,21.53
216.333,5.76,24.40
216.340,5.79,27.30
216.347,5.76,26.86
216.354,5.57,24.44
216.361,5.58,24.04
216.368,5.54,24.47
216.375,5.13,18.61
216.382,5.29,18.69
216.389,5.14,16.91
216.396,5.03,15.52
216.403,5.05,15.98
216.410,5.30,19.03
216.417,5.27,19.35
216.424,5.21,17.74
216.431,5.35,20.02
216.437,5.46,20.61
216.444,5.44,20.81
216.451,5.59,22.41
216.458,5.69,23.40
216.465,5.78,23.47
216.472,5.68,21.36
216.479,5.70,22.04
216.486,5.90,24.27
216.493,5.98,26.58
216.500,6.19,30.14
216.507,6.08,27.47
216.514,6.16,28.45
216.521,5.79,23.65
216.528,5.63,21.91
216.535,5.66,22.69
216.542,5.36,18.81
216.549,5.28,18.02
216.556,5.39,18.76
216.562,5.44,19.03
216.569,5.55,19.80
216.576,5.72,22.06
216.583,5.69,21.93
216.590,5.79,22.50
216.597,5.79,22.37
216.604,5.64,20.33
216.611,5.83,23.22
216.618,6.05,25.73
216.625,6.20,27.92
216.632,6.32,30.25
216.639,6.58,33.90
216.646,6.75,35.60
216.653,6.99,40.38
216.660,7.14,43.28
216.667,7.28,46.71
216.674,7.42,49.48
216.681,7.23,45.53
216.687,7.01,41.92
216.694,6.74,39.03
216.701,6.73,40.29
216.708,6.74,39.49
216.715,6.83,38.94
216.722,6.92,41.04
216.729,7.20,47.12
216.736,7.46,52.35
216.743,7.36,50.26
216.750,6.98,44.22
216.757,6.76,40.09
216.764,6.51,36.69
216.771,6.61,39.81
216.778,6.81,43.71
216.785,6.93,46.12
216.792,6.89,46.98
216.799,6.85,46.86
216.806,6.84,47.13
216.812,6.92,48.02
216.819,7.13,50.52
216.826,7.28,52.74
216.833,7.36,54.43
216.840,7.45,56.08
216.847,7.39,54.67
216.854,7.28,54.63
216.861,7.36,55.58
216.868,7.43,56.47
216.875,7.35,55.08
216.882,7.11,51.13
216.889,6.96,47.45
216.896,6.47,38.18
216.903,6.26,36.06
216.910,5.67,26.93
216.917,5.49,22.29
216.924,4.86,14.50
216.931,4.98,15.62
216.937,4.08,6.57
216.944,3.83,5.03
216.951,3.87,4.84
216.958,3.93,5.17
216.965,4.41,9.78
216.972,5.01,15.66
216.979,5.88,27.23
216.986,5.77,26.52
216.993,5.32,20.22
217.000,5.37,18.49
217.007,6.35,31.59
217.014,7.30,47.23
217.021,6.95,43.25
217.028,6.47,38.82
217.035,6.41,33.90
217.042,6.75,39.43
217.049,6.35,36.15
217.056,6.19,32.05
217.062,5.71,24.86
217.069,6.15,29.11
217.076,5.79,28.05
217.083,5.45,21.03
217.090,5.25,19.14
217.097,6.17,30.31
217.104,8.49,18.95
217.111,8.30,36.56
217.118,7.50,0.00
217.125,6.45,21.09
217.132,5.20,0.85
217.139,2.98,3.06
217.146,2.23,0.00
217.153,3.54,2.30
217.160,5.31,16.02
217.167,6.80,35.64
217.174,5.34,22.88
217.181,2.87,0.66
217.187,4.29,7.68
217.194,4.34,8.15
217.201,4.15,7.47
217.208,3.10,1.60
217.215,3.72,3.53
217.222,3.67,4.18
217.229,2.93,0.29
217.236,3.12,0.42
217.243,3.44,2.10
217.250,4.79,12.88
217.257,5.19,17.11
217.264,3.63,4.65
217.271,3.28,2.31
217.278,3.82,4.57
217.285,4.21,8.26
217.292,3.96,6.28
217.299,4.13,7.80
217.306,4.62,11.90
217.312,4.28,9.94
217.319,3.44,2.99
217.326,3.58,3.06
217.333,3.71,4.93
217.340,3.57,3.61
217.347,4.16,7.80
217.354,4.04,6.72
217.361,4.33,9.05
217.368,5.08,17.42
217.375,5.17,17.79
217.382,5.11,17.44
217.389,5.35,19.75
217.396,5.33,19.55
217.403,5.22,18.44
217.410,4.79,13.48
217.417,4.64,11.90
217.424,4.49,10.60
217.431,4.27,8.15
217.437,4.17,7.70
217.444,4.24,8.25
217.451,4.40,9.44
217.458,4.52,10.45
217.465,4.82,13.68
217.472,5.10,16.40
217.479,5.01,15.76
217.486,4.29,9.48
217.493,3.43,2.99
217.500,2.91,0.07
217.507,2.57,0.00
217.514,2.60,0.00
217.521,3.01,0.16
217.528,3.04,0.18
217.535,3.39,1.51
217.542,4.14,6.67
217.549,3.97,6.03
217.556,3.41,2.52
217.562,3.66,3.55
217.569,4.01,6.12
217.576,4.09,7.14
217.583,4.19,7.76
217.590,4.24,8.23
217.597,3.94,5.91
217.604,3.94,5.82
217.611,3.97,6.40
217.618,3.96,6.00
217.625,4.23,8.11
217.632,4.28,8.54
217.639,4.20,7.92
217.646,4.15,7.69
217.653,4.13,7.64
217.660,3.96,6.51
217.667,3.95,6.01
217.674,3.80,5.07
217.681,3.65,4.03
217.687,3.50,2.96
217.694,3.30,1.83
217.701,3.34,1.90
217.708,3.51,2.86
217.715,3.76,4.82
217.722,3.90,6.16
217.729,3.39,3.20
217.736,3.13,1.40
217.743,3.25,1.60
217.750,3.34,2.03
217.757,3.72,4.22
217.764,4.00,6.63
217.771,4.24,8.77
217.778,4.37,9.57
217.785,4.42,10.20
217.792,4.84,14.33
217.799,4.43,10.48
217.806,4.55,11.58
217.812,4.21,8.78
217.819,4.02,6.98
217.826,3.99,6.61
217.833,3.70,4.48
217.840,3.56,3.14
217.847,3.81,5.06
217.854,3.91,6.18
217.861,3.67,4.32
217.868,3.61,3.67
217.875,3.81,4.55
217.882,3.92,5.94
217.889,3.82,5.32
217.896,3.94,6.12
217.903,4.15,7.77
217.910,3.99,6.54
217.917,3.88,5.66
217.924,4.10,7.55
217.931,4.42,10.19
217.937,4.57,11.91
217.944,4.60,12.10
217.951,4.68,12.96
217.958,4.51,11.34
217.965,4.59,11.75
217.972,4.59,11.39
217.979,4.60,11.34
217.986,4.81,13.21
217.993,4.83,13.45
218.000,4.54,10.86
218.007,4.41,9.53
218.014,4.36,9.06
218.021,4.41,9.57
218.028,4.04,6.64
218.035,3.71,4.32
218.042,3.65,3.51
218.049,3.65,3.49
218.056,3.77,3.82
218.062,3.80,4.37
218.069,3.88,4.95
218.076,3.24,1.21
218.083,2.83,0.00
218.090,3.10,0.00
218.097,2.75,0.00
218.104,2.76,0.00
218.111,2.76,0.00
218.118,2.94,0.00
218.125,3.10,0.11
218.132,3.17,0.73
218.139,3.29,1.15
218.146,3.48,1.92
218.153,3.26,1.00
218.160,3.40,1.30
218.167,3.60,2.37
218.174,3.44,2.14
218.181,3.78,3.76
218.187,3.75,3.97
218.194,3.67,3.41
218.201,3.36,1.67
218.208,3.27,1.20
218.215,3.21,0.57
218.222,3.34,1.50
218.229,3.56,2.14
218.236,3.66,3.05
218.243,3.67,3.17
218.250,3.59,2.81
218.257,3.38,1.31
218.264,3.75,3.87
218.271,4.22,7.69
218.278,4.25,8.06
218.285,4.25,7.88
218.292,3.77,4.41
218.299,3.61,2.89
218.306,3.51,2.33
218.312,3.13,0.37
218.319,3.17,0.33
218.326,3.14,0.16
218.333,2.94,0.00
218.340,2.40,0.00
218.347,2.26,0.00
218.354,2.52,0.00
218.361,2.72,0.00
218.368,2.56,0.00
218.375,2.65,0.00
218.382,2.59,0.00
218.389,3.03,0.00
218.396,2.65,0.00
218.403,2.23,0.00
218.410,2.15,0.00
218.417,2.24,0.00
218.424,2.44,0.00
218.431,2.80,0.00
218.437,3.07,0.30
218.444,3.56,2.54
218.451,3.64,3.22
218.458,3.72,3.88
218.465,3.95,5.49
218.472,3.97,5.69
218.479,3.86,4.92
218.486,3.85,4.99
218.493,4.05,6.32
218.500,4.23,7.45
218.507,3.87,4.78
218.514,3.70,3.51
218.521,3.77,4.05
218.528,4.01,5.86
218.535,3.97,5.55
218.542,4.05,6.47
218.549,3.84,4.89
218.556,4.10,6.63
218.562,3.73,3.97
218.569,4.38,8.93
218.576,4.48,9.38
218.583,4.36,8.72
218.590,4.27,7.86
218.597,4.18,7.39
218.604,4.12,6.90
218.611,4.53,10.35
218.618,4.95,13.65
218.625,5.03,14.58
218.632,5.29,17.38
218.639,5.34,18.33
218.646,5.41,18.97
218.653,5.48,20.26
218.660,5.42,19.15
218.667,5.30,17.60
218.674,4.75,14.02
218.681,4.86,14.62
218.687,5.13,17.17
218.694,5.32,19.18
218.701,5.57,22.56
218.708,5.95,26.64
218.715,5.97,26.33
218.722,6.23,30.80
218.729,6.23,30.26
218.736,5.89,25.52
218.743,5.86,24.23
218.750,5.30,18.41
218.757,5.22,19.20
218.764,5.69,26.25
218.771,6.10,32.69
218.778,6.14,31.77
218.785,6.03,30.99
218.792,5.93,28.85
218.799,5.90,28.38
218.806,5.99,30.96
218.812,6.04,32.18
218.819,5.96,28.96
218.826,5.78,25.49
218.833,5.91,26.95
218.840,5.91,26.27
218.847,6.00,26.31
218.854,5.97,26.59
218.861,5.56,22.53
218.868,5.65,22.69
218.875,5.74,23.60
218.882,5.92,25.87
218.889,6.25,30.38
218.896,6.26,31.64
218.903,6.36,33.42
218.910,6.49,35.18
218.917,6.79,38.57
218.924,6.59,35.19
218.931,6.61,35.82
218.937,6.71,36.06
218.944,6.54,34.85
218.951,6.36,32.45
218.958,6.35,31.56
218.965,6.62,34.71
218.972,6.86,38.57
218.979,7.06,42.61
218.986,7.45,49.87
218.993,7.28,46.10
219.000,7.29,45.89
219.007,7.10,41.58
219.014,6.95,39.29
219.021,6.95,38.58
219.028,7.05,39.21
219.035,6.84,36.78
219.042,6.87,36.91
219.049,6.21,26.36
219.056,6.18,25.65
219.062,6.31,27.76
219.069,6.48,30.31
219.076,6.06,24.64
219.083,5.80,21.21
219.090,5.91,22.92
219.097,6.35,28.90
219.104,6.47,29.69
219.111,6.46,29.61
219.118,6.59,31.19
219.125,6.50,29.06
219.132,6.30,25.97
219.139,6.06,23.22
219.146,5.36,16.34
219.153,4.75,10.37
219.160,4.44,7.96
219.167,4.39,7.92
219.174,4.35,8.29
219.181,4.42,9.64
219.187,4.29,8.94
219.194,3.99,6.57
219.201,3.84,5.46
219.208,3.73,4.45
219.215,3.90,5.13
219.222,4.11,6.50
219.229,3.76,3.88
219.236,4.24,7.96
219.243,4.59,10.65
219.250,4.55,10.51
219.257,4.09,6.48
219.264,3.91,5.17
219.271,4.13,6.61
219.278,4.14,6.64
219.285,3.84,4.79
219.292,3.74,4.10
219.299,3.41,2.20
219.306,3.24,1.13
219.312,3.24,1.26
219.319,2.87,0.69
219.326,2.50,0.35
219.333,2.28,0.00
219.340,2.49,0.16
219.347,2.55,0.27
219.354,2.36,0.09
219.361,2.21,0.04
219.368,2.34,0.00
219.375,2.42,0.00
219.382,2.46,0.00
219.389,2.59,0.01
219.396,2.57,0.17
219.403,2.72,0.49
219.410,2.71,0.36
219.417,2.79,0.37
219.424,2.96,1.26
219.431,3.05,1.61
219.437,3.15,2.00
219.444,3.28,2.82
219.451,3.36,3.24
219.458,3.57,3.93
219.465,3.76,5.13
219.472,3.96,6.25
219.479,4.00,6.42
219.486,4.22,7.74
219.493,4.42,9.61
219.500,4.50,10.23
219.507,4.57,11.18
219.514,4.51,10.62
219.521,4.43,9.70
219.528,4.66,11.44
219.535,4.47,10.90
219.542,4.28,9.04
219.549,3.97,6.68
219.556,3.96,6.21
219.562,4.34,8.87
219.569,4.18,8.28
219.576,4.10,7.50
219.583,4.20,7.96
219.590,3.95,6.42
219.597,3.97,6.62
219.604,4.16,8.11
219.611,4.49,11.55
219.618,4.41,11.70
219.625,4.53,12.40
219.632,4.65,14.61
219.639,4.49,12.76
219.646,4.55,13.12
219.653,4.55,13.57
219.660,4.62,14.35
219.667,4.79,15.87
219.674,4.87,18.25
219.681,5.17,20.94
219.687,5.28,23.00
219.694,5.45,26.35
219.701,5.60,29.00
219.708,5.71,31.04
219.715,6.07,36.07
219.722,6.20,39.71
219.729,6.21,39.60
219.736,6.47,43.10
219.743,6.75,48.65
219.750,7.00,51.33
219.757,6.77,46.51
219.764,6.80,47.01
219.771,6.69,46.68
219.778,7.27,55.08
219.785,7.60,58.43
219.792,7.70,60.37
219.799,8.25,64.50
219.806,8.55,66.20
219.812,8.64,66.10
219.819,8.37,62.04
219.826,8.09,59.60
219.833,8.06,58.66
219.840,8.52,62.37
219.847,8.68,63.82
219.854,8.30,61.49
219.861,7.89,57.74
219.868,7.49,55.35
219.875,7.16,52.44
219.882,7.33,55.54
219.889,7.63,58.21
219.896,7.70,57.97
219.903,7.87,57.11
219.910,8.61,60.43
219.917,8.55,61.27
219.924,8.22,61.05
219.931,8.17,61.04
219.937,8.40,62.69
219.944,8.55,63.72
219.951,8.53,62.02
219.958,8.03,58.15
219.965,7.58,54.41
219.972,7.32,51.81
219.979,7.13,51.40
219.986,7.28,53.11
219.993,7.29,54.53
220.000,7.23,54.12
220.007,7.17,53.54
220.014,7.30,56.27
220.021,7.25,56.99
220.028,7.02,54.81
220.035,7.24,56.60
220.042,7.07,54.66
220.049,7.25,56.87
220.056,7.57,59.51
220.062,7.47,58.16
220.069,7.26,54.93
220.076,6.99,50.28
220.083,6.92,50.39
220.090,6.96,52.25
220.097,7.18,54.58
220.104,7.30,55.52
220.111,7.37,55.78
220.118,7.29,54.71
220.125,6.96,50.12
220.132,6.94,50.25
220.139,7.02,51.08
220.146,7.20,53.78
220.153,7.51,56.54
220.160,7.59,57.90
220.167,7.94,60.86
220.174,7.85,59.21
220.181,7.61,57.30
220.187,7.64,57.96
220.194,7.78,60.03
220.201,7.68,58.30
220.208,7.37,55.04
220.215,7.23,51.78
220.222,6.77,46.61
220.229,6.51,43.44
220.236,6.21,40.01
220.243,6.11,40.58
220.250,6.15,41.96
220.257,5.79,39.05
220.264,5.77,36.75
220.271,5.77,33.33
220.278,5.56,28.18
220.285,5.48,27.02
220.292,5.33,25.08
220.299,5.25,21.48
